Case_ID,Dice_ET,Dice_TC,Dice_WT
BRATS_346,0.9386518287496456,0.9812148655935822,0.9718519635753474
BRATS_367,0.9141073406504884,0.9443299882590107,0.9672878885248986
BRATS_284,0.5174574753804835,0.8361587437196152,0.9377163185924156
BRATS_031,0.8579103501436547,0.9053611081738395,0.9033528967400779
BRATS_298,0.0,0.0,0.9174715581721804
BRATS_308,0.6889620516374978,0.7934262853463383,0.9428816003342522
BRATS_058,0.5942848410757946,0.7832608453217352,0.797844570621567
BRATS_358,0.9511497824735861,0.9241092717487567,0.963565577247575
BRATS_234,0.6858069748580697,0.917157375215774,0.9282051972170262
BRATS_366,0.9322145944571574,0.9502192524535393,0.95510116460044
BRATS_164,0.9284211244696703,0.9536256323777403,0.7900616498119037
BRATS_145,0.8076301637446645,0.9011391012104809,0.9273765519855938
BRATS_012,0.829376328844791,0.9201808161496068,0.8621981403438357
BRATS_171,0.7715941863453356,0.863454494223725,0.9057010785824345
BRATS_178,0.9243767938340481,0.9612290902436387,0.9687379796925962
BRATS_048,0.7441981747066493,0.8938727645851656,0.6769503939629342
BRATS_303,0.24751819986763732,0.6661439681295163,0.8628548930399405
BRATS_351,0.9657955297752278,0.9776425384873256,0.9642029119910971
BRATS_181,0.929180007597547,0.9378916798288073,0.9345635773924675
BRATS_057,0.8643519280346662,0.9183471890690592,0.9261900019916351
